Title|Authors|Abstract|PDF
Зависимость психического здоровья от уровня выраженности личностных ценностей студенток|Еганов А. В.; Быков В. С.; Романова Л. А.|Психическое здоровье студенток зависит от следующих личностных ценностей, проявляющихся в социуме: межличностных отношений, адаптации в социальной группе, умения общаться и сохранять положительную атмосферу, валеологической компетентности о здоровье, адекватного поведения в соответствии с принятыми ценностями среды, способности вырабатывать и отстаивать собственную позицию.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/18554/1/sfzozhn2022_614_618.pdf
Муниципальные образования России сквозь призму миграции населения разных возрастов|Карачурина Л. Б.|В статье на основе данных о нетто-миграции и плотности населения за 2012-2018 гг. анализируются возрастные особенности миграционного обмена между муниципальными образованиями (МО) России. Результаты показывают, что структура внутренней миграции в России соответствует этапу урбанизации модели городского развития, который характерен для всех возрастных групп. Нетто-миграция по всем возрастным группам выше в более густонаселенных МО. Пик миграции в более плотно населенные МО приходится на возрастную группу 15-19 лет.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/9330/1/tprsR2022_256_259.pdf
Роль управленческой отчетности и ее влияние на экономическую безопасность коммерческой организации|Прокопьева А. Д.; Бдайциева Л. Ж.|Статья посвящена роли управленческой отчетности в деятельности организации, а также ее влиянию на экономическую безопасность фирмы. Тема актуальна, так как угрозы и риски в сфере экономической безопасности ежегодно растут. Причиной является нестабильная экономика, провоцирующая рост количества экономических кризисов, и геополитические проблемы. В результате работы будет сделан вывод о важности обращения должного внимания управленческой отчетности для благополучия фирмы и особенно для минимизации рисков и угроз в сфере экономической безопасности. Дополнительно представлены рекомендации, позволяющие усовершенствовать управленческую отчетность, как фактор, оказывающий влияние на экономическую безопасность организации.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/19530/1/ebs_2022_480_484.pdf
Формирование познавательной активности у девочек 7–8 лет в процессе занятий художественной гимнастикой|Мазурова В. С.; Стародубцева И. В.|Статья посвящена проблеме формирования познавательной активности у спортсменок, занимающихся художественной гимнастикой. Показано, что целенаправленное использование средств и методов, включающих: создание благоприятного эмоционального фона, обеспечение новизны учебного материала, формирование способности к самостоятельной работе и самоанализу, развитие познавательных процессов, оказывает положительное влияние на познавательную активность спортсменок.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/18463/1/sfzozhn2022_217_222.pdf
Цифровизация экономики и риски банков: сущность и постановка проблемы|Кузнецов М. О.|На сегодняшний день в условиях экономического кризиса и финансовой нестабильности, которые параллельно сопровождаются постепенной цифровизацией экономики, хозяйствующие субъекты, наряду с банковским сектором выражают потребность в выявлении, пресечении и регулировании рисков и угроз, которые выступают сдерживающим фактором, на пути обеспечения финансовой устойчивости и стабильности, цифровизации и увеличения общего уровня экономики, а также повышения доступности финансовых и банковских услуг для граждан и бизнеса.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/19498/1/ebs_2022_276_279.pdf
Адаптивное физическое воспитание дошкольников с нарушением речи: от проблем к поиску решений|Даричева Д. Е.; Завьялова Т. П.|В статье обобщаются основные проблемы адаптивного физического воспитания дошкольников 6-7 лет с нарушениями речи. Представлены средне групповые показатели исходного уровня физической подготовленности детей в соответствии с нормативами ВФСК «ГТО».|https://elib.utmn.ru/jspui/bitstream/ru-tsu/18551/1/sfzozhn2022_603_608.pdf
Методологические подходы к аудиту консолидированной финансовой отчетности|Гартман Э. Е.; Бдайциева Л. Ж.|Статья посвящена рассмотрению общих подходов к проведению аудита консолидированной финансовой отчетности. Применение аудита в качестве инструмента экономической безопасности организации имеет большой потенциал, поскольку аудит – это проведение проверки финансовой отчетности и данных учета и выражение обоснованного независимого мнения о достоверности такой отчетности. Авторами рассмотрены и описаны этапы проведения аудита финансовой отчетности, на каждом из которых выделяются особенности аудита консолидированной финансовой отчетности.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/19538/1/ebs_2022_532_536.pdf
Роль культурных коммуникаций в сохранении культуры коренных малочисленных народов Севера Республики Саха (Якутии)|Фёдорова А. С.|Рассматривается значение культурных коммуникаций в сохранении культуры коренных малочисленных народов Севера Якутии (эвенков, эвенов, долган, юкагиров, чукчей). Традиционные национальные праздники являются способом передачи культурно-исторического наследия. В арктических районах республики национальные праздники проходят локально, в местах их проведения. Праздники, которые проводятся в п. Иенгре, п. Хатыстыр и г. Якутске имеют региональный и межрегиональный статус.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/9377/1/tprsR2022_506_508.pdf
Современное состояние и актуальные направления развития мелиорации в Крыму|Соцкова Л. М.|Потребности в мелиорациях, их взаимосвязи и реализация играют исключительно важную роль, как одного из главных стратегических направлений устойчивого развития Крыма. В статье охарактеризованы унаследованные и современные особенности размещения основных типов мелиораций, проанализированы особенности трансформации водных, земельных и почвенных ресурсов под влиянием мелиоративных воздействий.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/9373/1/tprsR2022_482_488.pdf
Повреждения менисков коленного сустава при занятиях спортом|Прокопьев Н. Я.|В статье представлены сведения, представляющие практический интерес для преподавателей физической культуры образовательных учреждений и тренеров ДЮСШ, касающиеся часто встречающейся патологии коленного сустава – травматическим и дегенеративно-дистрофическим повреждениям и заболеваниям коленного сустава. Базируясь на многолетнем практическом опыте проведения восстановительного лечения повреждений и заболеваний менисков, автор кратко делится опытом диагностики, клинических проявлений и восстановительного лечения пациентов с данной патологией.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/18562/1/sfzozhn2022_650_658.pdf
Развитие и трансформация хозяйства и населения Воронежской области в постсоветское время|Крупко А. Э.|Данная статья посвящена исследованию социально-экономического развития и трансформации хозяйства и населения Воронежской области за постсоветское время, раскрыты главные особенности и тенденции развития региона.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/9361/1/tprsR2022_416_420.pdf
Обряд обезвреживания в погребальном обряде рёлкинской и потчевашской культур|Кердивар А. В.|В докладе представлен анализ погребального обряд рёлкинской и потчевашской культур на базе могильников Лихачевский, Окуневский и Рёлкинский. Выявлены сходства и различия между погребениями. Проведена попытка интерпретации. Исследованы аналогии потчевашского и рёлкинского погребального обряда с данными этнографии по аборигенному населению Западной Сибири.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/19754/1/klyuch.sl2022_128_131.pdf
Сравнительная география и туристские преимущества региона (на примере Пермского края)|Зырянов А. И.|Туристские преимущества региона выявляются на основе сравнительной географии. Для развития туризма Пермского края и выбора направлений его профилирования важны такие особенности и достоинства региона: большие размеры территории, позиция внутри страны вблизи границы Европы и Азии, транзитное и узловое транспортное положение, геоморфологическое разнообразие, множество пещер, соответствие региона бассейну Камы, богатство рек и минеральных вод, большая высота снежного покрова зимой, ценные пермские леса-парма, развитая сеть городов, старинные поселения, древние тракты, памятники строгановской истории и горнозаводской культуры, мощная промышленность, этническое богатство, пермская кухня, высокий уровень образованности и гостеприимство жителей.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/9286/1/tprsR2022_54_60.pdf
Инструменты обеспечения кадровой безопасности и методы ее оценки: теоретические аспекты|Попкова Л. А.; Токмакова Е. Г.|Статья посвящена теоретическим аспектам инструментария обеспечения кадровой безопасности, а также методов ее оценки. Более подробно рассмотрены инструменты, применяемые на практике через действие кадровой политики организации. Оценка кадровой безопасности и применение инструментария ее обеспечения позволяют снизить риски, которые напрямую связаны с сотрудниками компании. Рассмотрены основные методы оценки кадровой безопасности. На основе ранее разработанных методик экспертных оценок предложен и рассмотрен на примере метод балльной экспертной оценки.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/19516/1/ebs_2022_381_387.pdf
Тенденции эколого-экономического развития сибирских регионов в пространстве современной России|Красноярова Б. А.; Шарабарина С. Н.|Проведена оценка индекса регионального развития и экологической емкости развития регионов Сибири за период 1990-2019 гг. Анализ полученных результатов позволяет сделать выводы об «отстающем» развитии регионов СФО по сравнению с другими территориями России на фоне роста экологоемкости их экономик. Ухудшение эколого-экономических параметров является, по мнению авторов, следствием низкой инвестиционной привлекательности большинства регионов СФО, высокого износа основных фондов, слабого технического перевооружения предприятий.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/9386/1/tprsR2022_553_557.pdf
Влияние цифровой трансформации на обеспечение экономической безопасности|Егунов Г. Э.; Кулакова А. В.; Сахно Ю. С.|В статье рассмотрено влияние цифровой трансформации на обеспечение экономической безопасности. Цифровая трансформация ускоряет и упрощает экономические процессы, но при этом несет в себе риски. Специалисту экономической безопасность важно для предупреждения и предотвращения экономических преступлений иметь в своем арсенале современные системы по противодействию экономическим правонарушениям.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/19496/1/ebs_2022_264_269.pdf
Вектор влияния «финансовых пузырей» на финансово-экономическую безопасность экономических агентов в парадигме цифровой экономики|Дмитренко И. Н.|В статье рассмотрена специфика финансовых пузырей с точки зрения их природы, характеристик, способов «раздувания», причин и последствий «схлопывания». Определен вектор влияния деятельности по сохранению финансового пузыря и последствий его «схлопывания» на финансово-экономическую безопасность экономических агентов разных уровней. Установлены катализаторы финансовых пузырей, предложена логика разработки методологии управления их влиянием на финансово-экономическую безопасность экономических агентов в парадигме цифровой экономики.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/19495/1/ebs_2022_258_263.pdf
Обзор возможностей среды Metasploit Framework|Ромейко Д. А.; Паюсова Т. И.|В данной статье приведены материалы, которые позволят студентам, изучающим информационную безопасность, освоить теоретические основы тестирования на проникновение. Понимание основ эксплуатации уязвимостей помогает студентам осознать важность и необходимость комплексной системы защиты, позволяющей снизить риск наличия недекларированных возможностей. Результатом работы стала серия лабораторных работ, посвященных эксплуатациям уязвимостей.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/19925/1/miim_2022_318_325.pdf
Деятельность институтов гражданского общества в чрезвычайных ситуациях|Демченко М. С.|В период чрезвычайных ситуаций наиболее незащищенные категории граждан подвергаются максимальной дискриминации в реализации своих прав и их ограничениям. В таких условиях органы государственной власти просто не в силах быстро отреагировать на оказание поддержки каждому нуждающемуся, поэтому деятельность некоммерческих организаций выходит на первый план. Основными направлениями деятельности социально ориентированных некоммерческих организаций в чрезвычайных ситуациях, например, таких как распространение новой коронавирусной инфекции, становится организация доставки продуктов питания, товаров первой необходимости и средств индивидуальной защиты. В рамках проведенного исследования автором сделаны выводы о необходимости внесения изменений и дополнений в федеральное законодательство с целью осуществления дополнительных мер поддержки социально ориентированных некоммерческих организаций. Помимо этого, на наш взгляд, требуется введение дополнительных мер социальной поддержки для волонтеров участвующих в ликвидации последствий чрезвычайных ситуаций.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/8959/1/koz2021_35_39.pdf
Межэтническая контактность в Республике Северная Осетия-Алания: современное расселение осетинского и русского народов|Богатуров Д. С.|В статье представлены выводы об особенностях современного этнического расселения в Республике Северная Осетия. Долгие годы осетины и русские совместно проживают в городской и сельской местности. Местом традиционного расселения русских является север республики.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/9324/1/tprsR2022_230_233.pdf
Современные тренды в развитии урбанизационных процессов в Тюменском регионе РФ: динамика численности населения городов за период 2014-2020 гг.|Коськин А. А.|В статье рассматривается показатель динамики численности населения городов Тюменского региона за период 2014-2020 гг. Автором проведена оценка и сопоставление показателей естественного и миграционного прироста населения по каждому из городов региона. В результате выделено пять групп городов по соотношению в них показателей ЕПН, МПН и общего прироста/убыли населения, сформулированы первичные рекомендации в области улучшения демографической ситуации для каждой из групп.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/9332/1/tprsR2022_266_272.pdf
Разработка программы для решения иерархической обратной задачи формирования прибыли предприятия|Грибанова Е. Б.|В работе представлено описание программы для решения обратной задачи формирования прибыли с использованием трех способов достижения цели: с применением коэффициентов относительной важности и направлений изменения показателей; с применением коэффициентов относительной важности при наименьшем суммарном изменении показателей; при минимизации отклонений от исходных значений.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/19892/1/miim_2022_63_66.pdf
Исламизация Северо-Восточного Кавказа в VII–IX вв.|Мирзоев Х. А.|На основе исторических источников анализируется ранний период распространения ислама на Кавказе. Политика Халифата на захваченных землях, конфронтация арабов с хазарами и местным населением. В качестве основного метода был использован историко-генетический. В работе применялся принцип историзма, рассматривающий как каждый этап, так и их взаимосвязи и сходства. В ходе исследования были сделаны следующие выводы: краткосрочные результаты арабских походов, закрепление сил арабов в Южном Дагестане.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/19751/1/klyuch.sl2022_120_122.pdf
Правовое регулирование цифровизации в сфере недропользования|Соловьева Н. А.|В статье обосновывается актуальность цифровой трансформации для сферы недропользования, рассматриваются направления цифровизации в сфере недропользования. Описываются преимущества цифровизации и риски этого процесса. Предлагается определение понятий цифровизация, цифровая трансформация, индекс цифровизации, а также устанавливается соотношение данных понятий между собой. Анализируются изменения в законодательстве о недрах, призванные учесть внедрение цифровых процессов в сферу недропользования. Определяются области недропользования, уже подвергшиеся цифровой трансформации, и перспективы развития данного процесса.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/8956/1/koz2021_3_17.pdf
Исторические и перспективные изменения форм пространственной организации города Волгограда и Волгоградской агломерации|Деточенко Л. В.|Выявлены периоды исторических и перспективных изменений в пространственном развитии Волгограда и Волгоградской агломерации. Представлены причины и особенности формирования линейного города, возможной потери линейной структуры Волгограда в новых административных границах; территориального развития Волгоградской агломерации в форме подковы, переход к территориальному каркасу агломерации более сложной нестандартной формы. Показана возможная перспектива пространственной организации Волгоградской агломерации.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/9384/1/tprsR2022_539_545.pdf
События и люди в истории Геродота|Матвеев Д. И.|Работа посвящена изложению правил, которыми руководствовался Геродот при написании своего труда, вводя в повествование персонажей. У читателя есть возможность ознакомиться со структурой источника, понять, насколько она ин-формативна в целом.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/19706/1/klyuch.sl2022_18_20.pdf
Эволюция подходов к моделированию пространственного развития хозяйства|Лаврикова Ю. Г.; Суворова А. В.|Эффективное управление пространственным развитием экономики невозможно без обращения к достижениям научной мысли. Цель статьи – выявить основные этапы эволюции подходов к моделированию пространственного развития хозяйственных систем, обозначив особенности моделей, которые были предложены в рамках каждого из них. Было выделено три стадии данного процесса: на первой из них внимание уделялось моделям размещения, на второй – моделям районирования, на третьей – «межсистемным» моделям.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/9363/1/tprsR2022_425_428.pdf
Существуют ли добро и зло?|Горобченко Л. С.|В статье предпринята попытка дать ответ на вопрос существовали ли добро и зло? Общественная мораль изменилась со временем. На базе статей Ницше, религии, романа М. А. Булгакова «Мастер и Маргарита» предпринята попытка охарактеризовать базовые понятия добро и зло.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/19703/1/klyuch.sl2022_11_13.pdf
Социокультурные детерминанты территориального развития Крыма|Швец А. Б.; Вольхин Д. А.|Рассмотрено содержание геополитической и геоэкономической детерминант современного территориального развития Крыма. Отмечены проблемные вопросы формирования новой территориальной структуры хозяйства Крыма. Выявлены перспективные направления трансформации элементов территориальной структуры крымского региона. Определены тенденции развития крымского хозяйства в условиях санкционной политики западных стран.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/9379/1/tprsR2022_514_517.pdf
«Лишь слову жизнь дана…» (слово о слове)|Володина Е. Н.||https://elib.utmn.ru/jspui/bitstream/ru-tsu/22677/1/Pravosl.Istoki_2022_98_103.pdf
Диагностика неисправностей подшипников качения на основе спектральных признаков|Ибряева О. Л.; Мохаммад М.|Подшипники качения являются основными элементами вращающегося оборудования, своевременное выявление дефектов которых очень важно. Мы предлагаем новый метод в этой области, основанный на разбиении спектра вибрационных сигналов подшипников на сегменты и дальнейшем выделении максимального и минимального значений в каждом сегменте. Отношения этих значений используются на входе нейронной сети – классификатора дефектов.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/19909/1/miim_2022_189_198.pdf
О бывшей ракетной базе (к 60-летию Карибского кризиса)|Ярков А. П.|В статье рассмотрен исторический очерк развития ракетной базы в контексте памятной даты начала Карибского кризиса. Рассмотрены основные дислокации ракетных баз рассматриваемого периода. Подчёркивается специфика построения стратегии размещения ракетных подразделений.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/20328/1/KchNnso2022_1_58_64.pdf
«Горный фактор»: фундаментальные закономерности формирования и функционирования горных культурных ландшафтов|Дирин Д. А.|В статье анализируются общие фундаментальные факторы и закономерности формирования, пространственной организации и функционирования культурных ландшафтов в горных территориях.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/9283/1/tprsR2022_35_42.pdf
Социально-психологические особенности спортсменов-подростков сельского муниципального образования|Манжелей И. В.; Гладкова Н. С.|В статье представлены результаты изучения социально-психологических особенностей спортсменов-подростков сельского муниципального образования. Выявлено, что все субъекты высоко ценят дисциплинированность, целеустремленность, ответственность и трудолюбие спортсмена. Однако тренеры и родители придают большее значение дисциплинированности и трудолюбию, а спортсмены – целеустремленности и ответственности.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/18432/1/sfzozhn2022_70_74.pdf
Совершенствование техники одновременного одношажного конькового хода юных лыжниц-гонщиц|Иванов Д. И.; Курганская А. В.|В работе рассматривается необходимость применения комплексов упражнений направленных на развитие силовых способностей юных лыжниц-гонщиц при совершенствовании техники передвижения одновременным одношажным коньковым ходом. В статье представлен сравнительный анализ результатов контрольных испытаний в виде определения силовых способностей, а также технической подготовленности при помощи видеоанализа и метода экспертных оценок.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/18454/1/sfzozhn2022_171_176.pdf
Организация проектной деятельности учащихся 5 класса на элективном курсе по математике|Гилев М. С.; Иванов Д. И.|В данной статье рассматриваются составляющие элективного курса, раскрываются подходы к осуществлению проектной деятельности и демонстрируется реализация содержательного компонента элективного курса «Организация проектной деятельности» по математике в 5 классе.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/19938/1/miim_2022_413_420.pdf
Методы отбора признаков и их влияние на конечный результат в моделях обучения с учителем|Новиков С. В.; Полонская Т. С.; Гресик М. В.|Статья посвящена анализу выбора метода отбора признаков для обучения с учителем. Выделяются и описываются характерные особенности существующих методов. Проанализированы результаты и полученные коэффициенты моделей, определен наилучший метод для двух наборов данных с различным количеством строк. Обобщен итог и подведено наиболее лучшее решение в отборе.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/19895/1/miim_2022_82_86.pdf
Реализация конституционного права граждан на социальное обеспечение в Российской Федерации|Демко А. А.|В статье акцентировано внимание на проблемы реализации конституционных гарантий в системе социального обеспечения в Российской Федерации, обращено внимание на нестабильность социальных прав граждан, а также на снижение ранее достигнутых правовых гарантий в сфере пенсионного обеспечения и социальной поддержки семей, имеющих детей.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/8977/1/koz2021_197_204.pdf
Социальная защита материнства, детства и семьи: конституционно-правовые основы|Анбрехт Т. А.|Конституцией РФ дети определены важнейшим приоритетом государственной политики. Президентом РФ в Послании Федеральному Собранию от 15 января 2020 года в числе прямых угроз будущему демографическому развитию страны назван низкий доход семей, имеющих детей. Национальный проект «Демография» предусматривает реализацию механизмов финансовой поддержки при рождении детей и создания благоприятных условия для жизнедеятельности семьи, что влечет необходимость изменения законодательства в сфере социальной защиты. Предложенный комплекс денежных выплат направлен на минимизацию последствий социального риска рождения детей и включает предоставление пособия женщинам, вставшим на учет в ранние сроки беременности, ежемесячных денежных выплат на ребенка в возрасте от трех до семи лет, пособия на ребенка в возрасте от восьми до семнадцати лет, воспитываемого единственным родителем. Основными критериями при установлении выплат выступают адресность, комплексная оценка нуждаемости. Новеллой является нормативное закрепление «правила нулевого дохода» как условия предоставления выплат и определения перечня объективных причин его отсутствия.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/8975/1/koz2021_178_184.pdf
Trans-, liquid- и crossmedia: особенности существования и развития в современной России|Макарова Е. А.|Существует несколько терминов для обозначения медиа: trans-, liquid- и crossmedia. В статье описываются различия видов новых медиа и их характерные черты. В качестве методов были выбраны наблюдение и сравнение: рассмотрены и категоризированы яркие примеры новых медиа. В результате исследования выведен термин liquid media, определены его направление и медиа, которые ему соответствуют.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/19730/1/klyuch.sl2022_73_74.pdf
Законодательство о социальной защите как объект конституционализации|Федорова М. Ю.|Статья посвящена исследованию законодательства о социальной защите в качестве объекта конституционализации. На основе положений Конституции Российской Федерации 1993 года рассматривается появление и укоренение в общественно-политической практике и законодательстве категории «социальная защита». Показаны взаимосвязь данной категории с конституционным принципом социального государства, а также ее соотношение с категорией «социальное обеспечение». Необходимость конституционализации законодательства о социальной защите предопределена тем, что в системе социальной защиты реализуются важнейшие конституционные права граждан (право на социальное обеспечение, на защиту от безработицы, на охрану здоровья и медицинскую помощь, на возмещение вреда, причиненного экологическим правонарушением). Субъектом конституционализации выступает Конституционный Суд. На примере его решений по вопросам социальной защиты демонстрируется значение конституционализации для защиты конституционных прав разных категорий граждан (пенсионеров, жертв радиации). Обосновывается вывод о том, что конституционализация законодательства о социальной защите может быть предопределена модернизацией Конституции Российской Федерации. С опорой на решение Конституционного Суда показаны возможные направления такой конституционализации в связи с конституционными поправками 2020 года, в частности, применительно к индексации пенсий.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/8984/1/koz2021_255_263.pdf
