Title|Authors|Abstract|PDF
Мониторинг эффективности деятельности образовательных организаций г. Тюмени по здоровьесбережению детей младшего школьного возраста|Емельянова И. Н.; Рагозина К. Н.|Цель исследования – выявление эффективности деятельности образовательных учреждений по здоровьесбережению детей младшего школьного возраста на основе мониторинга.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/11604/1/Ragosina_VKR.pdf
Делопроизводство Морского министерства Российской империи (1905-1914) как отражение реалий осуществления программ восстановления и строительства Балтийского флота|Скипина И. В.; Сибикин А. А.|Цель работы – исследование процесса организации делопроизводства в морском ведомстве по вопросам реализации судостроительных программ.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/11704/1/Sibikin_VKR.pdf
Формирование социально безопасного поведения средствами коллективного творческого труда|Селиванова О. А.; Шешукова Е. И.|Цель исследования: разработать, теоретически обосновать и проверить опытно-экспериментальным путем эффективность модели формирования социально безопасного поведения подростков средствами коллективного творческого дела.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/11583/1/Sheshukova_VKR.pdf
Развитие экологических компетенций учащихся среднего звена с использованием арт-педагогических средств и активных методов обучения|Неумоева-Колчеданцева Е. В.; Русанова Е. Г.|Цель исследования – теоретически обосновать и экспериментально подтвердить возможности развития экологических компетенций учащихся среднего школьного возраста в условиях дополнительного образования с использованием арт-педагогических средств и активных методов обучения.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/11581/1/Rusanova_VKR.pdf
Государственное регулирование инновационного развития регионов Российской Федерации (на примере Тюменской области)|Носова Н. П.; Ладович А. А.|Цель исследования – анализ основных направлений государственного регулирования инновационного развития регионов РФ (на примере Тюменской области).|https://elib.utmn.ru/jspui/bitstream/ru-tsu/11913/1/LadovichAA_VKR.pdf
Модель педагогического сопровождения студентов будущих педагогов в период практики|Белякова Е. Г.; Каратеева Е. Н.|Цель исследования – разработка и экспериментальная проверка модели педагогического сопровождения студентов – будущих педагогов в период практики.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/11589/1/Karateeva_VKR.pdf
Оценка влияния кредитоспособности населения на функционирование строительного комплекса (на примере Тюменской области)|Крыжановский О. А.; Жук А. Н.|Цель работы – оценка влияния кредитоспособности населения на развитие строительного комплекса региона.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/11901/1/ZhukAN_VKR.pdf
Социальные аспекты управления жилищно-коммунального хозяйства|Акулич М. М.; Тупикина К. В.|В работе проведен анализ социальных аспектов управления жилищно-коммунальным хозяйством на юге Тюменской области.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/11854/1/Tupikova_VKR.pdf
Формирование учебной мотивации студентов в условиях усовершенствования балльно-рейтинговой системы на основе ИКТ|Белякова Е. Г.; Шабалин К. В.|Цель исследования – разработка и апробация обновлённого варианта балльно-рейтинговой системы, усиливающего учебную мотивацию студентов.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/11594/1/Shabalin_VKR.pdf
Оценка эффективности управления паевыми инвестиционными фондами|Болдырева Н. Б.; Садков П. С.|Цель работы – оценка эффективности управления паевыми инвестиционными фондами.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/11772/1/Sadkov_VKR.pdf
"Создание архива по личному составу в частном профессиональном образовательном учреждении Тюменского областного союза потребительских обществ ""Тюменский колледж экономики, управления и права"""|Щербич С. Н.; Фабрициус В. С.|"Цель работы – исследование архива документов по личному составу Частного профессионального образовательного учреждения Тюменского областного союза потребительских обществ ""Тюменский колледж экономики, управления и права""."|https://elib.utmn.ru/jspui/bitstream/ru-tsu/11705/1/Fabritsius_VKR.pdf
Изменения гидрологических и гидрохимических характеристик нижнего течения реки Обь под влиянием подводных переходов магистральных трубопроводов с целью оценки устойчивого водопользования|Чистякова Н. Ф.; Гунина Г. А.|Цель работы – оценка влияния подводных переходов магистральных трубопроводов на гидрологический и гидрохимический режимы нижнего течения реки Обь.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/11670/1/Gunina_VKR.pdf
Административное правонарушение правил благоустройства (на примере Тюменской области)|Костылев А. К.; Квиндт П. В.|Цель работы – анализ понятия и видов административных правонарушений в области правил благоустройства.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/11885/1/Kvindt_VKR.pdf
Аккумуляция сбережений населения во вклады коммерческих банков в современных условиях|Мирошниченко О. С.; Луконин Р. В.|Целью работы является исследование процесса привлечения и аккумулирования коммерческими банками Российской Федерации сбережений населения во вклады, выявление имеющихся проблем и нахождение возможных путей их решения.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/11624/1/Lukonin_VKR.pdf
Банковское кредитование предприятий агропромышленного комплекса в России: проблемы и направления развития|Тарханова Е. А.; Оськина Е. В.|Цель работы заключается в исследовании теоретических и практических аспектов банковского кредитования агропромышленного комплекса с точки зрения выявления проблем и направлений развития.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/11459/1/Oskina_VKR.pdf
Правовые аспекты и перспективы существования Тюменской агломерации|Шиляев Н. Ф.; Дубко М. Г.|Целью исследования является комплексное изучение Тюменской агломерации.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/11908/1/DubkoMG_VKR.pdf
Влияние ландшафтной структуры на развитие хозяйственной деятельности территории (на примере Тобольского района)|Вдовюк Л. Н.; Галеева Г. Н.|В работе рассмотрены вопросы влияния природных условий и ландшафтной структуры на направление развития хозяйственной деятельности Тобольского района.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/11691/1/Galeeva_VKR.pdf
Кредитная политика коммерческого банка: формирование и реализация|Дегтярева Е. В.; Алферова Е. В.|Цель работы – рассмотрение, анализ и оценка эффективности формирования кредитной политики банка, на примере ПАО «Сбербанк», а также разработка мер и рекомендаций по ее совершенствованию.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/11755/1/Alferova_VKR.pdf
"Ландшафтно-геоинформационное обеспечение оптимизации природоохранной деятельности государственного природного заповедника ""Малая Сосьва"""|Идрисов И. Р.; Колесников И. И.|Цель работы – создание тематических карт для обеспечения природоохранной деятельности ФГБУ «Малая Сосьва».|https://elib.utmn.ru/jspui/bitstream/ru-tsu/11693/1/Kolesnikov_VKR.pdf
Технико-юридические правила составления договоров|Курсова О. А.; Токарева Ю. И.|Цель исследования заключается в комплексном исследовании правовой природы юридической конструкции договора и технико-юридические правила составления договоров.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/11893/1/TokarevaYuI_VKR.pdf
Развитие исследовательских компетенций студентов в структуре магистерского педагогического образования|Неумоева-Колчеданцева Е. В.; Слепнева К. А.|Цель исследования – теоретически обосновать и апробировать внеаудиторные формы исследовательской деятельности студентов в структуре магистерского педагогического образования, направленные на развитие исследовательских компетенций студентов.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/11477/1/Slepneva_VKR.pdf
"Темпоральная лексика в романе М. Ю. Лермонтова ""Герой нашего времени"": к проблеме понимания художественного текста в китайской аудитории"|Рацен Т. Н.; У Фан|Цель исследования заключается в комплексном анализе темпоральной лексики в романе М. Ю. Лермонтова «Герой нашего времени».|https://elib.utmn.ru/jspui/bitstream/ru-tsu/12012/1/U%20Fan_VKR.pdf
Малые стихотворные формы в творчестве русских писателей постпушкинского литературного поколения (П. П. Ершов, Е. Л. Милькеев): этнофилологический комментарий для иностранной аудитории|Комаров С. А.; Пятков С. С.|Цель работы – разработать этнофилологический комментарий поэтических текстов малой стихотворной формы П. П. Ершова и Е. Л. Милькеева для иностранной аудитории.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/12007/1/PyatkovSS_VKR.pdf
Роль нефтяной отрасли в обеспечении устойчивого социально-экономического развития России|Леонтьева А. Г.; Кочерженко И. Н.|Цель работы – исследование роли нефтяной отрасли в обеспечении устойчивого социально-экономического развития России.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/11873/1/KocherzhenkoIN_VKR.pdf
Устойчивое развитие энергетического комплекса Арктического региона: возможности коопераций России и Норвегии для осуществления совместных проектов на шельфе Баренцева моря|Карагулян Е. А.; Чупин М. А.|Целью работы является изучение основных направлений, проблем и перспектив сотрудничества Норвегии и России при осуществлении совместных проектов по добыче нефти и газа на шельфе Баренцева моря.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/11815/1/Chupin_VKR.pdf
Геоэкологическая оценка влияния изливающихся минеральных пластовых вод на поверхностные водные объекты юга Тюменской области|Ларин С. И.; Афанасьева Ю. А.|Цель исследования – геоэкологическая оценка влияния минеральных подземных вод на поверхностные водные объекты.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/11669/1/Afanaseva_VKR.pdf
Эволюция подходов к решению проблем природопользования коренного населения Ханты-Мансийского автономного округа-Югры в результате освоения территории на примере Нефтеюганского района|Осипов В. А.; Шипунов Р. В.|В данной работе уделяется внимание эволюции подходов российского государства во взаимодействии с коренными народами Сибири (ханты и манси). Исследовано современное законодательство в области коренных малочисленных народов, как федеральное, так и региональное. На примере Нефтеюганского района Ханты-Мансийского автономного округа-Югры рассмотрено социально-экономическое развитие коренных малочисленных народов, описан опыт взаимодействия коренных малочисленных народов с районными властями и недропользователями. Для выявления реального положения коренных малочисленных народов на территории Нефтеюганского района был произведен социологический опрос представителей коренных малочисленных народов, проживающих в национальных поселениях (Лемпино, Чеускино, Салым). Результатом опроса стала разработка рекомендаций районным властям по оптимизации взаимоотношений с коренными малочисленными народами.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/11690/1/Shipunov_VKR.pdf
Банковское ипотечное жилищное кредитование: оценка состояния и перспективы развития|Мазикова Е. В.; Грудцын Г. О.|Цель исследования – оценка состояния банковского ипотечного жилищного кредитования в РФ и выявление перспектив его развития.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/11617/1/Grudtsyn_VKR.pdf
Особенности методики формирования критического мышления на уроках математики у учащихся 5-6 классов школы-интерната ЯНАО|Демисенова С. В.; Салиндер Я. П.|Цель исследования – определить содержание и специфику формирования критического мышления учеников при обучении математике в условиях школы-интерната ЯНАО.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/11665/1/Salinder_Ja.P.pdf
"Проблемы социальной адаптации учащихся ""группы риска"" в условиях среднего профессионального образования"|Черкасова И. И.; Яркова Н. Н.|"Цель исследования – выявить и обосновать педагогические условия социальной адаптации учащихся ""группы риска""."|https://elib.utmn.ru/jspui/bitstream/ru-tsu/11647/1/Jarkova_N.N.pdf
Влияние параметров флюидов и пласта на эффективность разработки газоконденсатных месторождений|Шабаров А. Б.; Непотасов Г. В.|Цель работы – исследование влияния параметров флюидов и пласта на эффективность разработки газоконденсатного месторождения для получения максимального экономически выгодного уровня добычи флюидов.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/11723/1/Nepotasov_VKR.pdf
Альтернативное урегулирование споров в делах о несостоятельности (банкротстве) в России и за рубежом|Сухова Н. В.; Архипчук О. Д.|Цель исследования – комплексный анализ правовых проблем, возникающих в сфере разрешения споров в делах о несостоятельности (банкротстве).|https://elib.utmn.ru/jspui/bitstream/ru-tsu/11895/1/ArkhipchukOD_VKR.pdf
Евразийское направление внешней политики Российской Федерации (на примере создания Евразийского экономического союза)|Нелаева Г. А.; Давыдова Т. В.|Цель работы – осуществление анализа концептуальных основ евразийского направления во внешней политике России.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/11992/1/DavydovaTV_VKR.pdf
Культура медицинского обслуживания в регионе|Беспалова Ю. М.; Грушецкая А. Н.|Цель исследования – изучить состояние культуры медицинского обслуживания в регионе.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/11846/1/Grushetskaya_VKR.pdf
Роль высшего профессионального образования в формировании качественного и конкурентоспособного человеческого капитала|Куцев Г. Ф.; Чистякова М. С.|Цель работы – определить роль высшего профессионального образования в формировании качественного и конкурентоспособного человеческого капитала.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/11856/1/Chistyakova_VKR.PDF
Структурно-семантические особенности терминологии строительства в английском и русском языках|Эртнер Д. Е.; Масалова Л. Г.|Целью исследования является выявление структурно-семантических особенностей терминологии строительства в современном английском и русском языках, а также изучение процессов, протекающих в рамках данной терминосистемы и способствующих ее обогащению новыми лексическими единицами.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/12023/1/MasalovaLG_VKR.pdf
Химико-экологический мониторинг городских озёр|Ларина Н. С.; Устименко А. А.|Цель работы – проведение комплексного химико-экологического мониторинга городских водоемов разного генезиса (пруда Южный и оз. Алебашево), расположенных в жилой зоне г. Тюмень.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/11840/1/Ustimenko_VKR.pdf
Исследование гидратообразования в пористых средах|Ширшова А. В.; Рогозин А. В.|В работе рассматриваются вопросы, связанные с необходимостью исследования газогидратообразования в пористых структурах. Целью работы являлось экспериментальное изучение процессов образования газогазогидрата в искусственной монодисперсной пористой среде (МПС). Большое внимание уделено экспериментальному исследованию кинетики газогидратообразования в объёмной воде и в искусственной монодисперсной пористой среде, а также анализу результатов в воде и МПС. Одним из этапов работы также было исследование влияния возможных последствий некоторых кинетических ингибиторов на фильтрационные свойства монодисперсной пористой среды.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/11725/1/Rogozin_VKR.pdf
Эколого-геохимическая оценка влияния свойств почвы на качество вод малых рек|Боев В. А.; Федюшина О. Ю.|Цель работы – изучить эколого-геохимические особенности микроэлементов в почвах и выявить влияние почвенного состава на качество вод малых рек (Ахманки, Бухталки и Хаболовки).|https://elib.utmn.ru/jspui/bitstream/ru-tsu/11677/1/Fedyushina_VKR.pdf
Банковские кризисы: исследование причин и путей выхода|Бабурина Н. А.; Муйдинов М. А.|Цель работы – исследование причин банковских кризисов и разработка практических рекомендаций по их преодолению в современных экономических условиях.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/11625/1/Muidinov_VKR.pdf
Развитие социальной активности будущих педагогов в процессе формального и неформального образования|Черкасова И. И.; Гибадуллина Ю. М.|Цель исследования – теоретически обосновать и экспериментально проверить содержание и способы развития социальной активности будущих педагогов в процессе формального и неформального образования.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/11649/1/Gibadullina%20Y.M..pdf
Исследование процесса вытеснения нефти при полимерном заводнении на основе фильтрационной модели Гершеля-Балкли|Игошин Д. Е.; Мостовая А. О.|Цель работы – исследование процесса вытеснения нефти при полимерном заводнении на основе фильтрационной модели Гершеля-Балкли.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/11722/1/Mostovaya_VKR.pdf
Расчет термодинамических параметров пускового расширителя парогенераторной установки|Кислицын А. А.; Улыбина С. В.|Цель работы – расчет термодинамических параметров пара в узле «парогенератор – пусковой расширитель» для вновь проектируемой парогенераторной установки.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/11731/1/Ulybina_VKR.pdf
"Мониторинг качества дополнительного образования (на примере профессиональной переподготовки ""Переводчик в сфере профессиональной коммуникации"")"|Волосникова Л. М.; Мальчихина И. М.|Целью исследования является разработка и апробирование системы контроля качества для оценки и мониторинга образовательной деятельности организации ДПО.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/11601/1/Malchikhina_VKR.pdf
Теория и практика расследования квартирных краж|Сидоров А. С.; Набиев С. Ф.|Цель выпускной квалификационной работы состоит в рассмотрении научных и практических проблем расследования квартирных краж, а также в научной разработке криминалистической методики их расследования.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/11921/1/NabievSV_VKR.pdf
Формирование способности к саморегуляции психических состояний студентов СПО в процессе обучения|Еланцева С. А.; Шарова М. Ю.|Исследовательская цель – теоретическое и экспериментальное обоснование возможности формирования способности к саморегуляции психических состояний у студентов СПО в процессе обучения при реализации совокупности психолого-педагогических условий, разработка структурно-функциональной модели процесса формирования способности к саморегуляции психических состояний студентов организаций СПО в процессе обучения.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/11987/1/Sharova.pdf
Вопросы квалификации убийств|Хабаров А. В.; Павалаки А.|Целью исследования является анализ исторического понятия убийства и ответственности за него в отечественном уголовном праве, изучение современных и наиболее остро стоящих теоретических и практических проблем в данной области, разработка обоснованных рекомендаций по совершенствованию действующего уголовного закона и правоприменения.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/11922/1/PavalakiA_VKR.pdf
Проблемы аккумуляции сбережений населения во вклады коммерческих банков в современных условиях|Тарханова Е. А.; Ульянина А. С.|Цель работы – исследование проблем аккумуляции сбережений населения во вклады коммерческих банков в современных условиях.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/11764/1/Ulyanina_VKR.pdf
Пословицы и поговорки с топонимическим компонентом как лингвокультурологический ресурс в обучении русскому языку как иностранному|Лабунец Н. В.; Ма Синьтун|В работе рассматриваются вопросы, связанные с пословицами и поговорками в паремиологическом пространстве, а также история появления пословицы в русских и китайских печатных изданиях, определяются и анализируются пословицы и поговорки с топонимическим компонентом, проводится анализ китайской и русской паремиологии. В ходе исследования выделяются общие признаки русских и китайских пословиц, которые помогают выявить особенность двух наций, в заключение рассматриваются пословицы и поговорки с топонимическим компонентом как лингвокультурный ресурс в обучении русскому языку как иностранному и методические принципы при презентации русских пословиц и поговорок в китайской аудитории.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/12010/1/Ma%20Sintun_VKR.pdf
Лесопарковая зона города Тюмени: функции и экологическое состояние|Вдовюк Л. Н.; Новикова А. В.|Цель исследовательской работы – комплексное изучение состояния и функций лесопарковой зоны города Тюмени.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/11695/1/Novikova_VKR.pdf
Формирование профессионально-личностной позиции у студентов в условиях СПО|Ведерникова Л. В.; Мейрманова Ж. С.|Цель исследования – теоретически обосновать и экспериментально проверить педагогические условия структурно-функциональной модели, направленной на формирования профессионально-личностной позиции студентов в условиях СПО.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/12000/1/Meyrmanova.pdf
Оценка современного состояния конкуренции в российском банковском секторе|Мирошниченко О. С.; Писарева М. Ю.|Цель работы – обобщить теоретические положения банковской конкуренции и выявить перспективы её развития в России на основе анализа конкурентной среды банковского сектора.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/11762/1/Pisareva_VKR.pdf
Развитие кадрового потенциала в сфере социальной защиты населения юга Тюменской области|Мальцева Н. В.; Черепанов К. В.|Цель работы состоит в изучении характеристик кадрового потенциала учреждений социальной защиты населения юга Тюменской области и разработка практических направлений его развития.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/11855/1/Cherepanov_VKR.PDF
Управление спортивной подготовкой лыжников-гонщиков высокой квалификации на основе использования технических средств контроля|Черкасов В. В.; Анварова А. С.|Цель исследования – обосновать эффективность применения технических средств контроля как инструмента управления процессом подготовки лыжников-гонщиков высокой квалификации.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/11662/1/Anvarova_A.S.pdf
Организация комплексных занятий на ситуационном полигоне для совершенствования боевых приемов борьбы сотрудников ОВД|Троян Е. И.; Волосников И. В.|Работа посвящена проблеме выявления эффективных способов подготовки сотрудников ОВД к применению физической силы в типовых ситуациях служебной деятельности. Исследование проводилось с целью разработки и использования специального ситуационного полигона в реализации на практике ситуационных методов обучения, способствующих формированию у сотрудников ОВД навыков применения физической силы в типовых ситуациях служебной деятельности.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/11745/1/Volosnikov_VKR.pdf
Рынок потребительского кредитования: тенденции и проблемы|Толстолесова Л. А.; Власова М. Е.|Цель работы – анализ функционирования и выявление основных проблем и тенденций развития рынка потребительского кредитования.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/11767/1/Vlasova_VKR.pdf
Формирование временной компетентности студентов СПО посредством технологии тайм-менеджмент|Захаров А. В.; Пузырёва А. В.|Цель исследования – выявить, теоретически обосновать и экспериментально проверить структурно-функциональную модель, направленную на формирование временной компетентности студентов СПО посредством технологии тайм-менеджмента.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/11991/1/Puzyreva.pdf
"Развитие услуг в сфере физической культуры для людей с пониженным тонусом мышц спины на примере фитнес-центра ""Fresh Fitness"""|Троян Е. И.; Клопов В. Ю.|Цель исследования: выявление условий эффективной реализации услуг по повышению тонуса мышц спины у клиентов фитнес-клуба «Fresh Fitness».|https://elib.utmn.ru/jspui/bitstream/ru-tsu/11612/1/Klopov_VKR.pdf
Организация познавательной деятельности в процессе оздоровления младших школьников на уроках физической культуры|Стародубцева И. В.; Иргашева И. А.|Магистерская диссертация посвящена исследованию улучшению показателей: мыслительных процессов, физического развития и мотивационно-ценностного отношения к урокам физической культуры учащихся младших классов. Исследование проводилось на базе МАОУ СОШ № 5, г. Ишима. В эксперименте приняли участие учащиеся 2-х классов в количестве 43 человек. Были предложены психолого-педагогические условия организации познавательной деятельности в процессе оздоровления младших школьников на уроках физической культуры. В работе доказана эффективность психолого-педагогических условий, которые позволили улучшить показатели физического развития, мыслительных процессов, мотивационно-ценностного отношения к урокам физической культуры и уменьшить количество детей, страдающих простудными заболеваниями.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/11738/1/Irgasheva_VKR.pdf
Творческое развитие будущих учителей на основе арт-педагогических технологий|Неумоева-Колчеданцева Е. В.; Нигматулина С. В.|Цель исследования – теоретическое обоснование и экспериментальная проверка обучающих и развивающих возможностей арт-педагогической технологии для творческого развития будущих педагогов в образовательном процессе вуза.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/11591/1/Nigmatulina_VKR.pdf
Региональные коммерческие банки: проблемы и перспективы развития|Огородникова И. И.; Усенко М. А.|Цель исследования - обобщение теоретических положений и разработка практических рекомендации по дальнейшему развитию и функционированию региональных коммерческих банков.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/11460/1/Usenko_VKR.pdf
Результативность жилищной политики: региональный аспект|Акулич М. М.; Мельник К. С.|Цель работы состоит в выявлении эффективности региональной жилищной политики в современном обществе.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/11852/1/Melnik_VKR.pdf
Управление сферой массового спорта и физической культуры на муниципальном уровне (на примере муниципального образования город Муравленко)|Науменко Е. А.; Морозова К. И.|Целью исследования является изучение состояния управления массовым спортом и физической культурой, анализ и выявление проблем управления и путей их решения.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/11915/1/MorozovaKI_VKR.pdf
Оценка экономической эффективности инновационных процессов|Лейман Т. И.; Костко Е. А.|Целью исследования является оценка и разработка мероприятий по повышению экономической эффективности инновационных процессов в АО «Тюменский хлебокомбинат».|https://elib.utmn.ru/jspui/bitstream/ru-tsu/11796/1/Kostko_VKR.pdf
Социально-педагогическая адаптация детей-мигрантов в условиях образовательной организации|Яркова Т. А.; Петрачук А. В.|Цель исследования – выявление особенностей социально-педагогической адаптации детей-мигрантов и обоснование комплекса упражнений по повышению уровня социально-педагогической адаптации детей-мигрантов в условиях образовательной организации.|https://elib.utmn.ru/jspui/bitstream/ru-tsu/11651/1/Petrachuk_A.V.pdf
